id,setId,type,correct,คำตอบที่คาด,ผลตรวจ,จำนวนชิ้นเฉลย,หมายเหตุ
chap-15-statistics-q157,chap-15-statistics,mc,1,"$a=50.4,\ b=34.29\%$",เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q158,chap-15-statistics,mc,3,$x_3 < x_1 < x_2$,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q159,chap-15-statistics,mc,1,ข้อ 2,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q160,chap-15-statistics,mc,1,"$y=a-bx,\ a,b > 0$",เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q161,chap-15-statistics,mc,3,ก. ผิด และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,20,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q162,chap-15-statistics,mc,1,ถ้าทราบส่วนสูงของพ่อ สามารถประมาณส่วนสูงโดยเฉลี่ยของลูกได้จาก $y=1.05x+3$,ไม่เจอเลย,22,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q163,chap-15-statistics,fill,'149.84',149.84,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q164,chap-15-statistics,mc,3,ในการทำนายค่า $Y$ ถ้า $X$ มีค่าเท่ากับ $11$ จะทำนายค่า $Y$ เป็น $7.541$,ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q166,chap-15-statistics,fill,'4',4,เจอแต่ไม่อยู่ท้าย,41,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q167,chap-15-statistics,mc,2,$5$ เมตร,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q168,chap-15-statistics,mc,0,$Y=3.25X+0.5$,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q169,chap-15-statistics,mc,3,$11.65$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q170,chap-15-statistics,mc,1,ก. ถูก และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q173,chap-15-statistics,mc,2,$11.2$,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q174,chap-15-statistics,fill,'75',75,เจอแต่ไม่อยู่ท้าย,21,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q176,chap-15-statistics,fill,'850',850,เจอแต่ไม่อยู่ท้าย,18,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q177,chap-15-statistics,mc,3,แต่ละครอบครัวจะมีรายได้มากกว่ารายจ่ายเสมอ,ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q179,chap-15-statistics,mc,1,ก. ถูก และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q180,chap-15-statistics,mc,1,ก. ถูก และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q181,chap-15-statistics,mc,2,$1$,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q182,chap-15-statistics,mc,3,ปริมาณเนื้อหมูมากกว่าปริมาณเนื้อวัวในบางปี,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q183,chap-15-statistics,mc,1,$111.28$,เจอแต่ไม่อยู่ท้าย,20,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q184,chap-15-statistics,mc,1,"$\sum Y=cn+b\sum X_1+a\sum X_2$
$\sum X_1Y=c\sum X_1+b\sum X_1^2+a\sum X_1X_2$
$",ไม่เจอเลย,23,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q185,chap-15-statistics,mc,0,$97$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q186,chap-15-statistics,mc,1,"$11{,}300$ เครื่อง",เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q187,chap-15-statistics,mc,1,$4.9$ ล้านบาท,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q188,chap-15-statistics,fill,'44.79',44.79,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q189,chap-15-statistics,fill,'338.9',338.9,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q190,chap-15-statistics,mc,0,ค่าเฉลี่ยของรายได้ต่อเดือนของครัวเรือนเกษตรกรจังหวัดตาก เป็นสารสนเทศ,ไม่เจอเลย,28,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q192,chap-15-statistics,mc,3,$2.4$ ปี,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q193,chap-15-statistics,mc,2,$6.0$ ปี,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q194,chap-15-statistics,mc,1,$16.8$ ปี,เจอแต่ไม่อยู่ท้าย,20,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q195,chap-15-statistics,fill,'0.75',0.75,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q196,chap-15-statistics,mc,0,$10$ เครื่อง,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q197,chap-15-statistics,mc,1,$166.67$ ซม.,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q198,chap-15-statistics,fill,'15',15,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q199,chap-15-statistics,fill,"'132, 254'","132, 254",ไม่เจอเลย,33,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q201,chap-15-statistics,mc,3,กลุ่มที่ 4,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q203,chap-15-statistics,mc,1,ก. ถูก และ ข. ผิด,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q204,chap-15-statistics,mc,3,มัธยฐานมากกว่าฐานนิยม,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q205,chap-15-statistics,mc,2,ฐานนิยมมีค่ามากกว่ามัธยฐาน,เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q206,chap-15-statistics,mc,3,ข้อ ก. และ ข. เป็นเท็จ,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q207,chap-15-statistics,mc,1,$237$ ชิ้น,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q208,chap-15-statistics,mc,2,$53\dfrac{1}{3}$ กม./ชม.,เจอแต่ไม่อยู่ท้าย,20,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q210,chap-15-statistics,fill,'2',2,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q211,chap-15-statistics,fill,'59.3',59.3,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q212,chap-15-statistics,mc,3,$12.875$,เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q213,chap-15-statistics,mc,2,ข้อ ก. ผิด และ ข้อ ข. ถูก,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q214,chap-15-statistics,mc,2,$9.5$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q215,chap-15-statistics,mc,0,$3.75$,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q217,chap-15-statistics,fill,'3.95',3.95,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q220,chap-15-statistics,fill,'0.7',0.7,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q225,chap-15-statistics,mc,2,$24$,เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q226,chap-15-statistics,mc,0,$24$,เจอแต่ไม่อยู่ท้าย,40,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q230,chap-15-statistics,mc,0,ก. และ ข. เท่านั้น เป็นเท็จ,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q231,chap-15-statistics,mc,1,ส่วนเบี่ยงเบนมาตรฐานของข้อมูลชุดที่ 1 มีค่ามากกว่าส่วนเบี่ยงเบนมาตรฐานของข้อมูลช,ไม่เจอเลย,52,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q232,chap-15-statistics,mc,1,$13.2$,เจอแต่ไม่อยู่ท้าย,21,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q233,chap-15-statistics,fill,'72',72,เจอแต่ไม่อยู่ท้าย,39,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q234,chap-15-statistics,mc,0,ข้อ ก. และ ข. เป็นจริง,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q237,chap-15-statistics,mc,1,$79$,เจอแต่ไม่อยู่ท้าย,21,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q238,chap-15-statistics,mc,2,$78$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q239,chap-15-statistics,mc,2,$10$,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q241,chap-15-statistics,mc,3,คนที่ 4,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q243,chap-15-statistics,mc,1,สาขาวิชา ข,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q244,chap-15-statistics,mc,3,$72$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q245,chap-15-statistics,mc,3,$b < c < a$,ไม่เจอเลย,25,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q248,chap-15-statistics,mc,1,$2$ ข้อ,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q249,chap-15-statistics,fill,'6000',6000,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q250,chap-15-statistics,fill,'15.87',15.87,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q251,chap-15-statistics,mc,0,$2.28$,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q252,chap-15-statistics,mc,1,$27.42\%$,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q253,chap-15-statistics,fill,'15.87',15.87,ไม่เจอเลย,22,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q255,chap-15-statistics,mc,3,$9.28$,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q256,chap-15-statistics,fill,'15.87',15.87,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q257,chap-15-statistics,mc,2,ลำดับที่ $5$,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q259,chap-15-statistics,mc,1,$47$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q260,chap-15-statistics,fill,'72.13',72.13,เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q261,chap-15-statistics,mc,3,$88.5$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q263,chap-15-statistics,fill,'1812',1812,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q264,chap-15-statistics,fill,'72.45',72.45,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q265,chap-15-statistics,fill,'30.5',30.5,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q266,chap-15-statistics,fill,'0.25',0.25,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q267,chap-15-statistics,fill,"'79.5, 45'","79.5, 45",ไม่เจอเลย,23,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q268,chap-15-statistics,mc,3,ผู้ที่ได้คะแนนระหว่าง $48$ ถึง $74$ มีจำนวน $850$ คน,ไม่เจอเลย,26,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q269,chap-15-statistics,mc,2,"$\bar{X}=50,\ \sigma=10$",เจอแต่ไม่อยู่ท้าย,28,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q271,chap-15-statistics,mc,0,$196$,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q272,chap-15-statistics,mc,3,"จากส่วนสูงของพนักงานขาย $4$ แผนก แต่ละแผนกมีจำนวน $15,\ 20,\ 10$ และ $15$ คน ส่ว",ไม่เจอเลย,23,🔴 คำตอบไม่ปรากฏในเฉลยเลย
chap-15-statistics-q275,chap-15-statistics,fill,'24 หรือ 16',24 หรือ 16,เจอแต่ไม่อยู่ท้าย,21,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q276,chap-15-statistics,mc,3,$Y=aX^{3}+bX^{2}+cX+d$,เจอแต่ไม่อยู่ท้าย,22,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q278,chap-15-statistics,mc,1,$0.675\ m/s^{2}$,เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q279,chap-15-statistics,mc,0,$43\ m/s$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q280,chap-15-statistics,mc,0,$0.6$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q281,chap-15-statistics,mc,0,ก. ถูก และ ข. ถูก,เจอแต่ไม่อยู่ท้าย,20,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q282,chap-15-statistics,fill,'5.6',5.6,เจอแต่ไม่อยู่ท้าย,23,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q283,chap-15-statistics,mc,1,$51$ คะแนน,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q284,chap-15-statistics,mc,3,$y=\dfrac{a}{x}+b$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q285,chap-15-statistics,mc,2,"$M=100\,e^{-0.1t}$",เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q286,chap-15-statistics,mc,2,$116$,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
chap-15-statistics-q287,chap-15-statistics,mc,3,$6.95$,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q01,gen-chap-18-interest-and-value-of-money,mc,1,"$60{,}000$ บาท",เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q02,gen-chap-18-interest-and-value-of-money,mc,0,$720$ บาท,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q03,gen-chap-18-interest-and-value-of-money,mc,1,"$9{,}680$ บาท",เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q04,gen-chap-18-interest-and-value-of-money,mc,2,"$11{,}576.25$ บาท",เจอแต่ไม่อยู่ท้าย,33,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q05,gen-chap-18-interest-and-value-of-money,mc,0,"$86{,}383.76$ บาท",เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q06,gen-chap-18-interest-and-value-of-money,mc,0,"เลือก A: รับ $10{,}000$ บาทวันนี้",ไม่เจอเลย,30,🔴 คำตอบไม่ปรากฏในเฉลยเลย
gen-chap-18-interest-and-value-of-money-q07,gen-chap-18-interest-and-value-of-money,mc,3,"$35{,}149.78$ บาท",เจอแต่ไม่อยู่ท้าย,35,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q08,gen-chap-18-interest-and-value-of-money,fill,'12',12,เจอแต่ไม่อยู่ท้าย,36,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q09,gen-chap-18-interest-and-value-of-money,fill,'10',10,เจอแต่ไม่อยู่ท้าย,32,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q10,gen-chap-18-interest-and-value-of-money,fill,'16232',16232,เจอแต่ไม่อยู่ท้าย,38,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q11,gen-chap-18-interest-and-value-of-money,mc,2,"$63{,}672$ บาท",เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q12,gen-chap-18-interest-and-value-of-money,mc,1,ธนาคาร B (ทบต้น $7.5\%$),เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q13,gen-chap-18-interest-and-value-of-money,fill,'51051',51051,เจอแต่ไม่อยู่ท้าย,34,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q14,gen-chap-18-interest-and-value-of-money,mc,2,"$125{,}228.23$ บาท",เจอแต่ไม่อยู่ท้าย,31,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q15,gen-chap-18-interest-and-value-of-money,mc,2,"$63{,}094.16$ บาท",เจอแต่ไม่อยู่ท้าย,30,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q16,gen-chap-18-interest-and-value-of-money,fill,'5',5,เจอแต่ไม่อยู่ท้าย,37,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q17,gen-chap-18-interest-and-value-of-money,mc,0,"$23{,}600$ บาท",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q18,gen-chap-18-interest-and-value-of-money,mc,1,"$96{,}000$ บาท",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q19,gen-chap-18-interest-and-value-of-money,mc,2,$600$ บาท,เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q20,gen-chap-18-interest-and-value-of-money,fill,'3600',3600,เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q21,gen-chap-18-interest-and-value-of-money,mc,0,"$30{,}250$ บาท",เจอแต่ไม่อยู่ท้าย,26,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q22,gen-chap-18-interest-and-value-of-money,mc,1,"$3{,}600$ บาท",เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q23,gen-chap-18-interest-and-value-of-money,fill,'6',6,เจอแต่ไม่อยู่ท้าย,25,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q24,gen-chap-18-interest-and-value-of-money,fill,'3',3,เจอแต่ไม่อยู่ท้าย,24,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q25,gen-chap-18-interest-and-value-of-money,mc,0,"$6{,}655$ บาท",เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q26,gen-chap-18-interest-and-value-of-money,mc,1,"$22{,}472$ บาท",เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q27,gen-chap-18-interest-and-value-of-money,mc,2,"$112{,}486.40$ บาท",เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q28,gen-chap-18-interest-and-value-of-money,mc,3,"$58{,}320$ บาท",เจอแต่ไม่อยู่ท้าย,27,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
gen-chap-18-interest-and-value-of-money-q29,gen-chap-18-interest-and-value-of-money,mc,0,"$47{,}762.09$ บาท",เจอแต่ไม่อยู่ท้าย,29,🟡 อาจเป็นการเอ่ยกลางทาง ⛔ ไม่ใช่ผลสรุป
